대사	라벨
모두 기뻐하며 나무꾼과 공주의 결혼식을 거행했습니다.	1
묘지에 있는 십자가들을 하늘을 향해 세워두었다.	1
왕의 명에 부하들은 바로 들어왔다.	1
새끼 귀뚜라미를 모두 뒷산에 풀어주었습니다.	1
거기가 좋겠군요, 하고 나는 말했다.	1
여러분이 보낸 편지를 보고 난 재미있었습니다.	1
인터넷 예약접수로 참가할 수 있어요.	1
지금 당신의 모습은 그림보다 아름답군요.	1
그의 말은 승리를 노래할 좋은 소리였습니다.	1
나는 친구를 믿음으로 사귀었다.	1
예나 지금이나 동지로 믿고 계획들을 의논하였다.	1
삶은 한 번만 주어진 것이라 만족하게 살고 있다.	1
하늘이 돕는 사람은 어쩔 수 없구나.	1
아버지가 보시면, 오죽 좋아하시겠니.	1
다음에는 물고기를 잡아서 배추와 바꿔야겠다.	1
물의 아름다움은 어느 산으로도 비할 수가 없다.	1
손님에게 대접할 준비가 끝났다.	1
밤에 길을 잃었을 때 도움이 컸습니다.	1
튼튼하고 좋던데요하고 물통을 보며 만족한 낯이었다.	1
수많은 사람들이 내 작품을 보려고 찾아온다.	1
고양이는 덫을 만들어서 쥐를 손쉽게 잡았어요.	1
고객당 최대 육회까지 캐시백 혜택을 받을 수 있다.	1
야망있는 나에겐 내 이름은 잘 어울린다.	1
따뜻한 한 줄기 바람이 소매깃을 통해서 등어리까지 스며들었다.	1
이젠 또 실을 사야지.	1
문의 및 예약은 블루원 홈페이지를 통해 확인 가능합니다.	1
그렇게 생각하면 다행이라 할 수 있다.	1
시장 경제는 경쟁을 통해 합리적으로 해결해줘요.	1
튤립꽃의 달콤한 꿀을 먹자 힘이 솟았지요.	1
그래야 내 자식이지!	1
연습을 해서 먹물을 멋지게 뿜어낼 수 있게 되었습니다.	1
자식이 흡족하게 자꾸 웃는다.	1
곡괭이와 쇠 지렛대를 사용하여 성공했습니다.	1
호의에 감사하면서 참고와 자극을 얻었다.	1
옳다. 되었다.	1
꽃들을 기쁘게 해주는 것이 제 일입니다.	1
그녀가 만족한 듯 웃었다.	1
오늘에야 믿을 만한 색시를 얻었다.	1
나는 그날 밤에 돌아가는 배를 찾았습니다.	1
그가 가지고 있는 명예라도 좋았고, 사회적 지위라도 좋았다.	1
반짝이는 별은 빛나서 사람의 마음을 돋아줍니다.	1
이 위는 연주하기 좋은 오르간이야.	1
그녀에게는 한 쾌락에 다름없었다.	1
그야말로 꿩 먹고 알 먹고가 아니니?	1
일본이 독도를 자기네 땅이라고 우기려다 실패했습니다.	1
얼마나 맛있게 저녁을 먹을 수 있을까.	1
알아듣게 만든 교수법에 웬만큼은 자신이 생겼다.	1
썩은 달걀과 구운 닭벼슬이 가장 훌륭한 요리였답니다.	1
축구공도 다시 빵빵해졌어요.	1
그는 어느덧 그런 일에 만족했다.	1
사람들은 장한 모습을 통쾌한 얼굴로 봤습니다.	1
조선 제일의 미인이로구나.	1
두말없이 좋아했다.	1
그는 경제이념을 바꿀 의지를 보여주었다.	1
유럽의회의 장소는 벨기에의 아주 자랑스러운 도시 브뤼셀입니다.	1
몇 번이나 넘어질 뻔하면서 마을회관에 이르렀습니다.	1
그녀의 원망은 만족으로 바뀌었다.	1
깍쟁이의 자존심을 회복시킨 데 큰 우월감을 느낀다.	1
고양이 박사의 마음에 쏙 들었어요.	1
호박이 다이어트에 좋다고 논리적으로 설명했습니다.	1
금전은 저에게 맡기는 것이 안전합니다.	1
냉장고를 열어 원하던 음식을 손에 넣었다.	1
떠들지 않을 것이니 용서하세요.	1
이날 미국인 군정간부도 전부 회장하였다.	1
장군은 속으로 만족하였다.	1
기쁨을 이기지 못하여 뛰었습니다.	1
이번 조사는 서울에서 실시해서 좋은 결과가 나왔다.	1
몸에 잘 흡수되도록 도와주는 물질이 듬뿍 들어 있어.	1
예쁜 아이군 우리 며느리로 삼아야겠어.	1
궁촌에 와서 자연이 얼마나 아름다운 것인지 알았네.	1
집의 방의 배치도 마음에 들었소.	1
빈민 구제에 대한 법도 있다.	1
이 이상 더 먹었다간 배 터져 죽을 수 있다.	1
세수를 하고 밥을 먹기 시작하였다.	1
개구리를 먹는 새가 육식 동물인 것을 알게되었다.	1
아빠가 준 선물이 마음에 들어.	1
그들은 자기를 비웃지 않고 장하게 바라봤다.	1
그녀는 방긋이 웃으며 작별인사를 하였다.	1
걔들은 맞선 상대들 얘긴 전혀 모른다네.	1
가을엔 과실이 잔뜩 열려 아이들이 기뻐했다.	1
내가 쓰레기를 많이 주워서 바다가 행복해졌나 봐.	1
허례허식을 싫어하는 국장의 말을 따랐다.	1
그림으로나 아내를 얻으려던 화공은 미녀를 얻었다.	1
뒤에서 득의의 미소를 띄웠다.	1
임꺽정의 풍채도 저렇지나 않았을까고 생각하기를 마지않았다.	1
첫 몇 줄에 내 맘은 뛰었다.	1
그녀의 주장을 받아드렸다.	1
성장한 제 모습을 보여드리고 싶어요.	1
그를 위한 요리 도구들이 다 갖춰져 있었다.	1
눈을 두리번거리던 별안간 좋은 것이 눈에 띄었다.	1
그것을 부러워하지 않는 나로서는 섭섭지도 않았다.	1
그 호수에까지 온 것이 기쁜 일이었습니다.	1
까탈스럽고 억척스러운 장모가 이러니저러니 말이 없다.	1
병을 고치고, 먹으니 좋구나.	1
나는 간신히 비행기에 탈 수 있었다.	1
기생을 내가 뜻을 둔 지가 오래됐다.	1
램프의 요정은 소원대로 멋진 궁전을 만들어 주었어.	1
환대를 감사히 받고 갑니다.	1
요즘 여자들 혼자 멋지게 사는 거 나도 알아.	1
올림픽에 관한 뉴스를 가장 통쾌하게 들었다.	1
이렇게 치장하고 방을 나서서 큰 홀로 갔다.	1
소나무에 불리는 바람 소리가 들린다.	1
나에게는 승리를 노래할 좋은 기회를 자꾸자.	1
나는 그에게 많은 믿음이 갔다.	1
하인이 집안을 청소하여 광이 났다.	1
그녀가 원하는 대학에 보내주었어요.	1
남편의 결백한 심경이 그녀에게는 진실로 기뻤다.	1
나에게 이만큼 맞게 짓긴 힘들 것이오.	1
맷돌에게 고깃국물을 내놓으라 하니 쏟아져나왔다.	1
형제가 관직을 얻고 만족하며 웃었습니다.	1
그걸 못 놓고 만지는 생각이 나 웃었다.	1
웃던 여왕은 신이 나서 궁전으로 돌아갔습니다.	1
그가 쓴 원고지를 볼 때 감격과도 같았다.	1
아주 맛있게 잔뜩 먹었습니다.	1
가짜라는 것을 눈치챌 수가 없을 정도로 정교했습니다.	1
은도끼를 들고 나와 이것이냐고 묻자 아니라고 했다.	1
세상의 무엇보다도 매력적이다.	1
자신이 그를 궁전으로 불러들였다.	1
얼굴에 웃음을 지으며 연장을 들고 나왔습니다.	1
불행인지 행인지 여관은 구경꾼이 많아 방이 없다.	1
그대의 뜻이 갸륵하오.	1
손바닥 위에 올려놓고는 한참 들여다보며 싱글벙글한다.	1
헤딩슈팅이 골키퍼에 잡히자 박수치는 팬들이 적잖았다.	1
간절히 원하던 것을 얻게 되었다.	1
안전하게 있다는 말씀을 들으니 무척 반갑습니다.	1
그는 기뻐하며 금덩어리를 담아 돌아왔습니다.	1
그는 편지를 그 집에 두고 온 그것만으로도 만족한 눈치였다.	1
일하여 한푼이라도 생기면 좋지 않겠느냐.	1
반가워하는 그를 보고 성공한 듯해 안심했다.	1
향기로운 흙냄새를 늘 맡아 이렇게 든든합니다.	1
그녀는 사람들에게 골프를 가르쳐 준답니다.	1
칠만 원이면 놓게 놓아.	1
그 사람만큼 직무에 충실한 자는 없을 테니까.	1
삼십 전만 주세요.	1
부뚜막이나 농가의 벽난로 옆에서 흔히 볼 수 있습니다.	1
일어난 사건들을 정리하고 정읍으로 돌아갔습니다.	1
어린이를 위한 동화도 많이 썼답니다.	1
그 오두막에 사람이 없었다.	1
아까 대답했던 학생이 손을 들어 답을 했지.	1
적은 광고로 많은 사람들이 보게 되었다.	1
이번 대회의 네 번째 골이다.	1
마을 사람들은 신이 나서 그의 집으로 우쭐거리며 갑니다.	1
그는 별안간 웃음을 짓고 방으로 향하였다.	1
운하에는 배가 많이 떠 있었습니다.	1
그는 호랑이 없어진 산속의 토끼처럼 기뻐했다.	1
내가 찾던 사람이 그였다는 걸 알았다.	1
나는 남들같이 부러워한다든가 시기를 한다는 생각은 털끝만도 없었어요.	1
검은색 천을 덧대어 붙였지만 만족스럽다.	1
사람의 전체를 볼 때 극히 미미하다.	1
아무 위험 없이 성공했다.	1
이상이 없다는 말을 들을 때 한숨이 내쉬어졌다.	1
전사는 장로의 말에 박수를 보냈다.	1
장수는 명당에서 물건 팔 생각을 하고 있다.	1
스폰지밥은 약간 웃음을 띠었다.	1
아주 자유로운 몸이 되었습니다.	1
신수원선 개통의 최대 수혜단지로 광교가 꼽힌다.	1
영감은 더없이 만족해하는 눈치다.	1
오선지를 꺼내 음보를 그려 본 적 있었습니다.	1
아주 좋은 그림을 정성들여 그려주마.	1
이제 잔칫날도 지났으니 살이 쪘겠지.	1
이런 대우를 받고 싶은 생각이 있어.	1
예배당에서 종소리를 울리며 색등과 만국기를 장식했다.	1
그녀는 그리 딱하지 않았다.	1
유명 시를 실어 겨울호의 매출이 올라갔다.	1
이곳서 보는 이슬이란 천하일품이다.	1
글 쓰기 좋은 방이 생겼으니 착수하기로 했소.	1
휘파람을 불며 나갔다.	1
형기 7년까지 가지 않아도 이제는 됐다.	1
유교를 향해 동경하는 마음이 일어남을 깨닫는다.	1
흥분이 가라앉으니 안심과 만족이 떠올랐다.	1
그의 눈길이 머리카락에 머물다 내 얼굴을 지나갔다.	1
방에 흩뜨리며 법률이나 발표된 것처럼 기세등등하다.	1
자리를 잡으며 창밖에 풍경을 내다본다.	1
친구를 기다리던 그녀는 선생님을 따르길 잘했단 생각했다.	1
이젠 우리 술이나 한 잔씩 나누세.	1
이만하면 그의 담배쯤은 감히 덤비지 못하리라.	1
그녀는 더 큰 기쁨과 즐거움을 깨달았다.	1
선선하게 대답하고는 활활 가 버렸습니다.	1
애썼다고 술을 얻어먹고 좋아하였습니다.	1
당신의 영원한 동무요.	1
기쁨의 눈물이다.	1
잠시 동안 방 안을 물끄러미 바라본다.	1
바이올린에서 기쁨과 국가가 흘러나왔다.	1
내가 잊고 있던 꿈을 그녀가 상기시켜 주었습니다.	1
어머니는 아침까지 기다렸습니다.	1
아버지는 편안한 날을 보내고 계신답니다.	1
그는 그녀를 위로해 주고 있었습니다.	1
방 앞에 서면 언제나 감격이 새로워서 가슴이 울렁거린다.	1
그와 그녀가 자기 잘못을 같이 뉘우쳤습니다.	1
씨 샤프 단음계의 광포스런 소나타는 다시 시작되었습니다.	1
우산을 주러 왔습니다.	1
왕의 급명으로 입궐할 기회를 얻어 그의 마음도 설렁거렸다.	1
대회는 교회에서 열렸는데 표면은 사업을 의논한다 하였다.	1
그에게 꿈을 꿀 수 있게 도와준 것이 그녀였다.	1
어머니는 유언대로 장미를 무덤 위에 심어주셨다.	1
소녀는 자기가 가졌던 은전을 그 모자에 넣었습니다.	1
생각지 못한 감격은 더 컸어요.	1
어머니는 아버지 위패를 모신 방에서 밤을 새우셨다.	1
힘있게 쥐어 주는 손을 꼭 쥐어본다.	1
어머니에게 관계를 허락받기 위해 얼마나 애썼는가.	1
어린 학생들을 찾아가 구제금에 넣어 달라고 내놓았다.	1
이후 크로아티아와 아이슬란드의 경기 결과에 따라 진출 여부가 결정된다.	1
하프 소리를 들을 때마다 어머니가 떠올라 뭉클해진다.	1
어릴 때 듣던 아버지의 음성이 귓가에서 울렸다.	1
당신이 전처럼 될 수 있다면 무슨 일이든 하겠습니다.	1
이 형제를 가지런히 앉히고 바라볼 때에 노부인도 감개무량한 모양이었다.	1
대한제국 선포 소식이 거리에 뿌려졌습니다.	1
그녀는 숭엄함과 감사함으로 가득 차 있다.	1
형이 사랑한다는 말을 건넸다.	1
노력해줘서 고마워.	1
이런 멋진 경기를 어디에서 볼 수 있습니까?	1
그녀의 사과에도 슬픔이는 그저 기쁨이만 바라봤다.	1
뭉클하고 가슴에 무언가 하나 왔다.	1
잃어버렸던 친부모님을 만날 수 있게 되었다.	1
큰 애를 보통학교를 졸업 시켰어.	1
발레리나 인형의 노란 리본이 묶인 심장 모양의 놋쇠 조각이었지요.	1
두꺼비가 희생하여 자신을 살려줬다고 말했습니다.	1
묘에는 풀과 희고 노란 야생화가 피었습니다.	1
드디어 재판장이 누명을 쓴 그에게 무죄를 선고했습니다.	1
낮에는 해가 떠요.	1
그는 탁 가슴에 무엇이 받쳐 오르는 것을 깨달았다.	1
당신의 누이동생이 떠났다는 사실은 나를 감동시켰습니다.	1
동물들의 순수하고 마음같이 나도 그렇게 살아야겠다.	1
이내 그의 볼의 체온은 크롬 껍질을 따끈하게 데웠다.	1
아름다운 사막의 모습에 말을 잇지 못했다.	1
지성이면 감천이라더니 하느님이 날 돌보셨구나!	1
소파에 앉아 그리운 아버지의 사진을 보고있었습니다.	1
미력을 다하기를 결심하였다는 기사를 읽고 감격을 받았다.	1
고향이 가까워 오자 가슴이 두근거렸습니다.	1
어린아이에게 당해주기도 한단다.	1
나와 결혼을 한다는 거야 뭐야?	1
할아버지는 따뜻함에 눈물이 났습니다.	1
학비를 낸게 그라는 걸 알고 감동했다.	1
이 말을 듣는 소의 눈에는 기쁜 눈물이 돌았습니다.	1
아버지가 침상에 누운 채 얼굴을 듭니다.	1
그것이 마음에 드는지 그는 침대에 앉았다.	1
기쁨을 다하여 만세를 부르면서 천천히 떠났습니다.	1
그는 밥상을 받고선 목이 메이고 말았다.	1
어머니의 심장 소리가 은은하게 들려왔다.	1
아이가 버려진 묘 앞에 무릎을 꿇고 있었습니다.	1
절벽 끝에 서서 관악을 바라보는 것이 매우 벅차고 통쾌하다.	1
그건 죄 때문이 아니라고 얘기를 했다.	1
옆에 그들은 다정하게 껴안고 잠들어 있다.	1
눈물을 들이마시면서 눈을 감고 움직이지 못했다.	1
가슴속에선 누르고 참았던 감정이 포근히 끓어올랐다.	1
독립 만세, 한 마디에 가만히 서 버렸다.	1
열사는 엄숙한 자세로 횃대에 불을 밝혔습니다.	1
따스한 위로와 사랑이 떠나지 않길 원해요.	1
고향이 없어진 나로서는 얼마나 힘들지 짐작했다.	1
서로를 부둥켜안고 기쁨의 눈물을 흘렸습니다.	1
이 속살거림에서 귀를 싹 씻으리라.	1
어떻게 해야 영혼을 살릴 수 있는지 말해 주세요.	1
알았어요 맘에 들진 않지만 당신 부인으로 인정하죠.	1
